Year;Rank;School;Location;Median_VCE_Score
2016;417;Ozford College;Melbourne;21
2016;418;Padua College;Mornington;29
2016;419;Pakenham Secondary College;Pakenham;26
2016;420;Parade College;Bundoora;31
2016;421;Parkdale Secondary College;Mordialloc;29
2016;422;Parkville College;Parkville;0
2016;423;Pascoe Vale Girls Secondary College;Pascoe Vale;28
2016;424;Patterson River Secondary College;Seaford;28
2016;425;Peninsula Grammar;Mount Eliza;33
2016;426;Peninsula Grammar Heze No 1 Middle School;Shandong, China;N/A
2016;427;Peninsula Grammar Nanjing Foreign Language School;Nanjing, China;N/A
2016;428;Peninsula Grammar Pudong Foreign Language School;Shanghai, China;N/A
2016;429;Peninsula Grammar Zhengzhou Foreign Language School;Zhengzhou, China;N/A
2016;430;Penleigh and Essendon Grammar School;Keilor East;36
2016;431;Penola Catholic College;Broadmeadows;28
2016;432;Peter Lalor Secondary College;Lalor;0
2016;433;Philippine Language School of Victoria;Braybrook;N/A
2016;434;Phoenix P-12 Community College;Sebastopol;27
2016;435;Pines Learning;Doncaster East;0
2016;436;Plenty Valley Christian College;Doreen;31
2016;437;Point Cook Senior Secondary College;Point Cook;27
2016;438;Portland Secondary College;Portland;26
2016;439;Prahran Community Learning Centre;Prahran;0
2016;440;Presbyterian Ladies College;Burwood;35
2016;441;Presentation College;Windsor;31
2016;442;Preshil The Margaret Lyttle Memorial School;Kew;27
2016;443;Preston Reservoir Adult Community Education;Reservoir;0
2016;444;Princes Hill Secondary College;Princes Hill;31
2016;445;Pythagoras Greek School;Brighton;N/A
2016;446;Rainbow P-12 College;Rainbow;28
2016;447;Red Cliffs Secondary College;Red Cliffs;25
2016;448;Reservoir High School;Reservoir;26
2016;449;Ringwood Secondary College;Ringwood;30
2016;450;RMIT TAFE;Melbourne;25
2016;451;Robinvale College;Robinvale;25
2016;452;Rochester Secondary College;Rochester;27
2016;453;Rosebud Secondary College;Rosebud;28
2016;454;Rosehill Secondary College;Niddrie;29
2016;455;Rowville Secondary College;Rowville;26
2016;456;Roxburgh College;Roxburgh Park;25
2016;457;Rushworth P-12 College;Rushworth;23
2016;458;Rutherglen High School;Rutherglen;25
2016;459;Ruyton Girls School;Kew;37
2016;460;Sacre Coeur;Glen Iris;36
2016;461;Sacred Heart College Geelong;Newtown;33
2016;462;Sacred Heart College Kyneton;Kyneton;29
2016;463;Sacred Heart College Yarrawonga;Yarrawonga;28
2016;464;Sacred Heart Girls College;Hughesdale;33
2016;465;Saint Ignatius College;Drysdale;30
2016;466;Sale College;Sale;26
2016;467;Salesian College Chadstone;Chadstone;31
2016;468;Salesian College Sunbury;Sunbury;29
2016;469;Sandringham College;Sandringham;28
2016;470;Santa Maria College;Northcote;31
2016;471;Scoresby Secondary College;Scoresby;23
2016;472;Scotch College;Hawthorn;35
2016;473;SEDA College;Hawthorn East;0
2016;474;Seymour College;Seymour;27
2016;475;Shelford Girls Grammar;Caulfield;37
2016;476;Shepparton Adult and Community Education;Shepparton;0
2016;477;Shepparton Christian College;Shepparton;28
2016;478;Shepparton High School;Shepparton;27
2016;479;Sherbrooke Community School;Sassafras;26
2016;480;Siena College;Camberwell;34
2016;481;Simonds Catholic College;Fitzroy North;28
2016;482;Sirius College Broadmeadows Campus;Broadmeadows;29
2016;483;Sirius College Dandenong Campus;Keysborough;26
2016;484;Sirius College Meadow Fair Campus;Broadmeadows;31
2016;485;Skillsplus;Frankston;0
2016;486;Somerville Secondary College;Somerville;23
2016;487;South Gippsland Secondary College;Foster;26
2016;488;South Oakleigh Secondary College;Oakleigh South;29
2016;489;South West Institute of TAFE;Warrnambool;18
2016;490;Southern Grampians Adult Education;Hamilton;0
2016;491;St Albans Secondary College;St Albans;30
2016;492;St Aloysius College;North Melbourne;30
2016;493;St Andrews Christian College;Wantirna South;31
2016;494;St Arnaud Secondary College;St Arnaud;23
2016;495;St Augustines College;Kyabram;26
2016;496;St Bedes College;Mentone;31
2016;497;St Bernards College;Essendon;32
2016;498;St Brigids College;Horsham;28
2016;499;St Catherines School;Toorak;35
2016;500;St Columbas College;Essendon;32
2016;501;St Francis Xavier College;Beaconsfield;30
2016;502;St Helena Secondary College;Eltham North;30
2016;503;St Johns Greek Orthodox College;Preston;32
2016;504;St Johns Regional College;Dandenong;25
2016;505;St Josephs College Echuca;Echuca;28
2016;506;St Josephs College Ferntree Gully;Ferntree Gully;30
2016;507;St Josephs College Geelong;Newtown;31
2016;508;St Josephs College Mildura;Mildura;30
2016;509;St Kevins College;Toorak;35
2016;510;St Leonards College;Brighton East;33
2016;511;St Margarets Berwick Grammar Berwick Campus;Berwick;34
2016;512;St Margarets Berwick Grammar Officer Campus;Officer;32
2016;513;St Mary MacKillop College;Swan Hill;31
2016;514;St Mary of the Angels College;Nathalia;29
2016;515;St Marys Coptic Orthodox College;Coolaroo;27
2016;516;St Michaels Grammar School;St Kilda;34
2016;517;St Monicas College;Epping;31
2016;518;St Patricks College;Ballarat;29
2016;519;St Pauls Anglican Grammar School;Warragul;31
2016;520;St Peters College;Cranbourne;27
2016;521;St Thomas Aquinas College;Tynong;28
2016;522;Star of the Sea College;Brighton;34
2016;523;Staughton College;Melton South;25
2016;524;Stawell Secondary College;Stawell;26
2016;525;Stonnington School of Dance;Murrumbeena;N/A
2016;526;Stotts Colleges Melbourne;Melbourne;24
2016;527;Strathcona Girls Grammar School;Canterbury;36
2016;528;Strathmore Secondary College;Strathmore;31
2016;529;Sunbury College;Sunbury;27
2016;530;Sunbury Downs Secondary College;Sunbury;30
2016;531;Sunraysia Institute of TAFE;Mildura;0
2016;532;Sunshine College;Sunshine West;28
2016;533;Surf Coast Secondary College;Torquay;25
2016;534;Suzanne Cory High School;Werribee;34
2016;535;Swan Hill College;Swan Hill;27
2016;536;Swifts Creek P-12 School;Swifts Creek;28
2016;537;Swinburne Senior Secondary College;Hawthorn;28
2016;538;Swinburne University of Technology TAFE Croydon;Croydon;0
2016;539;Sydney Road Community School;Brunswick;26
2016;540;Tallangatta Secondary College;Tallangatta;27
2016;541;Tarneit Senior College;Tarneit;25
2016;542;Taylors Lakes Secondary College;Taylors Lakes;28
2016;543;Templestowe College;Templestowe Lower;26
2016;544;Terang College Secondary Campus;Terang;28
2016;545;The Centre;Wangaratta;0
2016;546;The Geelong College;Newtown;34
2016;547;The Grange P-12 College;Hoppers Crossing;22
2016;548;The Hamilton and Alexandra College;Hamilton;32
2016;549;The King David School;Armadale;35
2016;550;The Knox School;Wantirna South;32
2016;551;Theatre De La Danse;Brighton;N/A
2016;552;Thomas Carr College;Tarneit;26
2016;553;Thomas Carr College Wenzhou No 21 Middle School;Wenzhou, China;N/A
2016;554;Thomastown Secondary College;Thomastown;23
2016;555;Thornbury High School;Thornbury;29
2016;556;Timboon P-12 School;Timboon;27
2016;557;Tintern Grammar;Ringwood East;32
2016;558;Toorak College;Mount Eliza;34
2016;559;Trafalgar High School;Trafalgar;27
2016;560;Traralgon College;Traralgon;26
2016;561;Trinity College;Colac;28
2016;562;Trinity Grammar School;Kew;36
2016;563;Tyrrell College;Sea Lake;29
2016;564;University High School;Parkville;32
2016;565;Upper Yarra Secondary College;Yarra Junction;27
2016;566;Upwey High School;Upwey;27
2016;567;Vermont Secondary College;Vermont;30
2016;568;Victoria University of Technology TAFE Footscray;Footscray;20
2016;569;Victoria University Secondary College Brimbank Campus;St Albans;27
2016;570;Victorian College for the Deaf;Melbourne;0
2016;571;Victorian College of the Arts Secondary School;Southbank;34
2016;572;Victorian Virtual Learning Network;Bendigo;N/A
2016;573;Victory Christian College;Strathdale;28
2016;574;Victory Lutheran College;Wodonga;29
2016;575;Viewbank College;Viewbank;32
2016;576;VSL Altona North-Footscray-Sunshine;Thornbury;N/A
2016;577;VSL Box Hill-Blackburn-Doncaster;Thornbury;N/A
2016;578;VSL Croydon-Cobram-Bendigo-Gisborne-Warrnambool-Shepparton;Thornbury;N/A
2016;579;VSL Dandenong-Hampton Park-Berwick;Thornbury;N/A
2016;580;VSL Distance Education;Thornbury;N/A
2016;581;VSL Glen Waverley-Carwatha;Thornbury;N/A
2016;582;VSL Keilor Downs-Creekside-Mildura-Taylors Lakes;Thornbury;N/A
2016;583;VSL Thomastown-Lalor-Roxburgh Park-Epping;Thornbury;N/A
2016;584;VSL Traralgon-Brentwood-Haileybury;Thornbury;N/A
2016;585;VSL University-Brunswick-Collingwood;Thornbury;N/A
2016;586;VSL Westall-South Oakleigh-McKinnon;Thornbury;N/A
2016;587;Wallan Secondary College;Wallan;26
2016;588;Wanganui Park Secondary College;Shepparton;27
2016;589;Wangaratta High School;Wangaratta;27
2016;590;Wantirna College;Wantirna;29
2016;591;Warracknabeal Secondary College;Warracknabeal;28
2016;592;Warragul Regional College;Warragul;28
2016;593;Warrandyte High School;Warrandyte;27
2016;594;Warrnambool College;Warrnambool;28
2016;595;Waverley Christian College Wantirna South;Wantirna South;32
2016;596;Wedderburn College;Wedderburn;26
2016;597;Wellington Secondary College;Mulgrave;30
2016;598;Werribee Secondary College;Werribee;30
2016;599;Wesley College Glen Waverley;Glen Waverley;31
2016;600;Wesley College St Kilda Rd;Melbourne;33
2016;601;Westall Secondary College;Clayton South;26
2016;602;Westbourne Grammar School;Truganina;33
2016;603;Western Heights College;Hamlyn Heights;24
2016;604;Western Port Secondary College;Hastings;26
2016;605;Western Senior Secondary College;West Melbourne;0
2016;606;Wheelers Hill Secondary College;Wheelers Hill;29
2016;607;Whitefriars College;Donvale;31
2016;608;Whittlesea Secondary College;Whittlesea;25
2016;609;William Angliss Institute of TAFE;Melbourne;0
2016;610;William Ruthven Secondary College;Reservoir;25
2016;611;Williamstown High School;Williamstown;31
2016;612;Wodonga Institute of TAFE;West Wodonga;0
2016;613;Wodonga Senior Secondary College;Wodonga;24
2016;614;Wonthaggi Secondary College;Wonthaggi;27
2016;615;Woodleigh School;Langwarrin South;35
2016;616;Wycheproof P-12 College;Wycheproof;30
2016;617;Wyndham Central Secondary College;Werribee;28
2016;618;Wyndham Community and Education Centre;Werribee;0
2016;619;Xavier College;Kew;33
2016;620;Xin Jin Shan Chinese Language and Culture School;Mount Waverley;N/A
2016;621;Yarra Hills Secondary College Mooroolbark;Mooroolbark;25
2016;622;Yarra Valley Grammar School;Ringwood;34
2016;623;Yarram Secondary College;Yarram;24
2016;624;Yarrawonga College P-12;Yarrawonga;27
2016;625;Yea High School;Yea;25
2016;626;Yeshivah College;St Kilda East;38
2016;627;Yesodei Hatorah College Secondary Campus;Ormond;35
2016;628;Yuille Park Community College;Wendouree;0
2017;1;Academy of Mary Immaculate;Fitzroy;31
2017;2;Adass Israel School Elsternwick;Elsternwick;0
2017;3;Advance College of Education;Rosebud;0
2017;4;Aitken College;Greenvale;29
2017;5;Al Siraat College;Epping;25
2017;6;Al-Taqwa College Islamic Schools of Vic;Truganina;27
2017;7;Albert Park College;Albert Park;32
2017;8;Albury Wodonga Community College;Wodonga;0
2017;9;Alexandra Secondary College;Alexandra;24
2017;10;Alia College;Hawthorn East;24
2017;11;Alice Miller School Macedon;Macedon;29
2017;12;Alkira Secondary College;Cranbourne North;27
2017;13;Alphington Grammar School;Alphington;32
2017;14;Antonine College Senior Campus;Pascoe Vale South;26
2017;15;Apollo Bay P-12 College;Apollo Bay;32
2017;16;Aquinas College;Ringwood;30
2017;17;Ararat College;Ararat;26
2017;18;Ashwood High School;Ashwood;29
2017;19;Assumption College;Kilmore;28
2017;20;Auburn High School;Hawthorn East;27
2017;21;Australian International Academy Coburg;North Coburg;30
2017;22;Austurk Saturday Turkish School;Gladstone Park;N/A
2017;23;Ave Maria College;Aberfeldie;31
2017;24;Avila College;Mount Waverley;32
2017;25;Bacchus Marsh College;Bacchus Marsh;24
2017;26;Bacchus Marsh Grammar;Bacchus Marsh;31
2017;27;Baimbridge College;Hamilton;26
2017;28;Bairnsdale Secondary College;Bairnsdale;24
2017;29;Balcombe Grammar School;Mount Martha;31
2017;30;Ballarat Christian College;Sebastopol;29
2017;31;Ballarat Clarendon College;Ballarat;37
2017;32;Ballarat Grammar School;Wendouree;32
2017;33;Ballarat High School;Ballarat;28
2017;34;Balmoral Community College;Balmoral;27
2017;35;Balwyn High School;Balwyn North;34
2017;36;Bayside Christian College;Langwarrin South;30
2017;37;Bayside College Paisley Campus;Newport;28
2017;38;Bayswater Secondary College;Bayswater;22
2017;39;Bayview College;Portland;29
2017;40;Beaconhills College Berwick;Berwick;31
2017;41;Beaconhills College Pakenham;Pakenham;31
2017;42;Beaufort Secondary College;Beaufort;27
2017;43;Beechworth Secondary College;Beechworth;28
2017;44;Beijing Zhongguancun Foreign Language School RMIT;Beijing, China;N/A
2017;45;Belgrave Heights Christian School;Belgrave Heights;30
2017;46;Bellarine Secondary College;Drysdale;27
2017;47;Belmont High School;Belmont;28
2017;48;Benalla P-12 College;Benalla;23
2017;49;Bendigo Senior Secondary College;Bendigo;27
2017;50;Bendigo TAFE;Bendigo;0
2017;201;Glenvale School Vic;Epping;32
2017;202;Goldfields Employment and Learning Centre;Maryborough;0
2017;203;Good News Lutheran College;Tarneit;25
2017;204;Good Shepherd College;Hamilton;30
2017;205;Gordon Institute of TAFE;Geelong;24
2017;206;Goroke P-12 College;Goroke;29
2017;207;Goulburn Ovens Institute of TAFE;Shepparton;0
2017;208;Goulburn Valley Grammar School;Shepparton;34
2017;209;Greek Orthodox Community of Melbourne and Victoria;Melbourne;N/A
2017;210;Greek Orthodox Community of Mentone and Districts;Mentone;N/A
2017;211;Greensborough Secondary College;Greensborough;28
2017;212;Grovedale College;Grovedale;27
2017;213;Haileybury Chengdu Shude High School;Chengdu, China;N/A
2017;214;Haileybury College;Keysborough;35
2017;215;Haileybury College Tianjin Campus;Tianjin, China;N/A
2017;216;Haileybury Dili International School;Dili, Timor-Leste;N/A
2017;217;Haileybury Girls College;Keysborough;36
2017;218;Haileybury Luoyang No 1 High School;Luoyang, China;N/A
2017;219;Haileybury Ningbo Li Hui Li High School;Ningbo, China;N/A
2017;220;Haileybury Qingdao No 19 High School;Qingdao, China;N/A
2017;221;Haileybury Wuhan Foreign Language School;Wuhan, China;N/A
2017;222;Hallam Secondary College;Hallam;21
2017;223;Hampton Park Secondary College;Hampton Park;25
2017;224;Hawkesdale College;Hawkesdale;25
2017;225;Healesville High School;Healesville;24
2017;226;Heathdale Christian College;Werribee;29
2017;227;Heatherton Christian College;Clarinda;31
2017;228;Heathmont College;Heathmont;28
2017;229;Heritage College Officer;Officer;26
2017;230;Hester Hornbrook Academy;Melbourne;0
2017;231;Heywood and District Secondary College;Heywood;22
2017;232;Highvale Secondary College;Glen Waverley;29
2017;233;Highview Christian Community College;Maryborough;27
2017;234;Hillcrest Christian College;Clyde North;29
2017;235;Hoa Nghiem Vietnamese Language School;Springvale South;N/A
2017;236;Holmes Secondary College;Melbourne;26
2017;237;Holmesglen Institute of TAFE Holmesglen;Chadstone;0
2017;238;Holmesglen Institute of TAFE Moorabbin;Moorabbin;0
2017;239;Hopetoun P-12 College;Hopetoun;27
2017;240;Hoppers Crossing Secondary College;Hoppers Crossing;28
2017;241;Horsham College;Horsham;29
2017;242;Hume Anglican Grammar;Mickleham;28
2017;243;Hume Central Secondary College Town Park;Broadmeadows;23
2017;244;Huntingtower School;Mount Waverley;37
2017;245;Ilim College Kiewa Campus Dallas;Dallas;28
2017;246;Ilim College of Australia;Broadmeadows;29
2017;247;Ivanhoe Girls Grammar School;Ivanhoe;34
2017;248;Ivanhoe Grammar School Plenty;Doreen;34
2017;249;Ivanhoe Grammar School Ridgeway;Ivanhoe;33
2017;250;John Fawkner College;Fawkner;25
2017;251;John Monash Science School;Clayton;34
2017;252;John Paul College;Frankston;28
2017;253;Kambrya College;Berwick;30
2017;254;Kangan Institute of TAFE;Broadmeadows;19
2017;255;Kaniva P-12 College;Kaniva;30
2017;256;Kardinia International College;Bell Post Hill;31
2017;257;Keilor Downs College;Keilor Downs;29
2017;258;Kensington Community High School;Kensington;0
2017;259;Kerang Christian College;Kerang;27
2017;260;Kerang Technical High School;Kerang;26
2017;261;Kew High School;Kew East;30
2017;262;Keysborough Secondary College Acacia;Keysborough;27
